Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2021,Ventura,CA,Passenger,2.00,2.00,4.00,258.00,262.00,1.53
July 31 2020,RÃ­o Grande,PR,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
May 31 2019,Sumter,FL,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
February 28 2021,Mercer,NJ,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
October 31 2021,Pend Oreille,WA,Passenger,18.00,7.00,25.00,9203.00,9228.00,0.27
August 31 2023,Cumberland,NC,Passenger,1.00,3.00,4.00,311.00,315.00,1.27
February 28 2022,Pulaski,MO,Passenger,1.00,0.00,1.00,122.00,123.00,0.81
May 31 2019,Nueces,TX,Passenger,1.00,1.00,2.00,95.00,97.00,2.06
November 30 2023,Platte,MO,Passenger,2.00,0.00,2.00,20.00,22.00,9.09
February 28 2023,Arapahoe,CO,Passenger,1.00,1.00,2.00,83.00,85.00,2.35
August 31 2019,Greene,MO,Passenger,0.00,1.00,1.00,36.00,37.00,2.70
October 31 2017,Clallam,WA,Truck,0.00,0.00,0.00,21148.00,21148.00,0.00
April 30 2020,Duval,FL,Passenger,0.00,2.00,2.00,364.00,366.00,0.55
August 31 2019,Lewis,WA,Truck,0.00,0.00,0.00,25982.00,25982.00,0.00
May 31 2022,Middlesex,MA,Passenger,1.00,1.00,2.00,87.00,89.00,2.25
November 30 2023,Pitt,NC,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
December 31 2018,Klickitat,WA,Passenger,28.00,32.00,60.00,15430.00,15490.00,0.39
April 30 2018,Wahkiakum,WA,Passenger,1.00,3.00,4.00,2888.00,2892.00,0.14
July 31 2022,Lewis,WA,Truck,0.00,0.00,0.00,26331.00,26331.00,0.00
August 31 2021,San Juan,WA,Truck,0.00,0.00,0.00,5974.00,5974.00,0.00
February 28 2018,Polk,FL,Passenger,1.00,0.00,1.00,66.00,67.00,1.49
December 31 2021,Richmond,NY,Passenger,1.00,0.00,1.00,4.00,5.00,20.00
April 30 2020,Ramsey,MN,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
October 31 2019,Adams,WA,Passenger,6.00,6.00,12.00,12907.00,12919.00,0.09
July 31 2017,Pend Oreille,WA,Truck,0.00,0.00,0.00,5581.00,5581.00,0.00
June 30 2022,Bell,TX,Passenger,1.00,0.00,1.00,327.00,328.00,0.30
October 31 2019,Travis,TX,Passenger,4.00,1.00,5.00,215.00,220.00,2.27
December 31 2020,Carson City,NV,Passenger,1.00,0.00,1.00,12.00,13.00,7.69
March 31 2021,Shelby,OH,Passenger,0.00,1.00,1.00,2.00,3.00,33.33
May 31 2023,Yakima,WA,Passenger,483.00,248.00,731.00,166003.00,166734.00,0.44
September 30 2021,Island,WA,Passenger,661.00,329.00,990.00,63103.00,64093.00,1.54
June 30 2023,Norfolk,VA,Passenger,2.00,2.00,4.00,271.00,275.00,1.45
October 31 2019,Greene,MO,Passenger,0.00,1.00,1.00,33.00,34.00,2.94
April 30 2019,Clark,WA,Passenger,1414.00,897.00,2311.00,312524.00,314835.00,0.73
November 30 2023,Pend Oreille,WA,Passenger,32.00,20.00,52.00,8704.00,8756.00,0.59
March 31 2019,Shelby,TN,Passenger,0.00,1.00,1.00,99.00,100.00,1.00
March 31 2019,St. Lucie,FL,Passenger,1.00,0.00,1.00,30.00,31.00,3.23
July 31 2023,Newport News,VA,Passenger,1.00,0.00,1.00,101.00,102.00,0.98
August 31 2017,Fulton,GA,Passenger,1.00,0.00,1.00,108.00,109.00,0.92
May 31 2017,Adams,WA,Passenger,2.00,3.00,5.00,12195.00,12200.00,0.04
December 31 2020,Fresno,CA,Passenger,1.00,0.00,1.00,185.00,186.00,0.54
December 31 2021,Fairbanks North Star,AK,Passenger,0.00,1.00,1.00,80.00,81.00,1.23
October 31 2022,Sevier,AR,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
October 31 2017,Chelan,WA,Truck,0.00,0.00,0.00,21490.00,21490.00,0.00
May 31 2017,Santa Clara,CA,Passenger,5.00,2.00,7.00,409.00,416.00,1.68
April 30 2020,DeKalb,IN,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
March 31 2018,Snohomish,WA,Passenger,2133.00,1158.00,3291.00,517854.00,521145.00,0.63
June 30 2023,Kittitas,WA,Passenger,358.00,106.00,464.00,29353.00,29817.00,1.56
January 31 2019,Washington,OR,Passenger,0.00,1.00,1.00,477.00,478.00,0.21
June 30 2019,Clackamas,OR,Passenger,1.00,1.00,2.00,211.00,213.00,0.94
April 30 2022,Danville,VA,Passenger,1.00,0.00,1.00,0.00,1.00,100.00
February 28 2019,Whitman,WA,Passenger,25.00,40.00,65.00,22751.00,22816.00,0.28
June 30 2023,Adams,CO,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
May 31 2018,Essex,NJ,Passenger,1.00,0.00,1.00,12.00,13.00,7.69
June 30 2023,Spokane,WA,Truck,39.00,0.00,39.00,101789.00,101828.00,0.04
January 31 2019,Okanogan,WA,Truck,0.00,0.00,0.00,16478.00,16478.00,0.00
September 30 2023,Snohomish,WA,Passenger,14425.00,3314.00,17739.00,525819.00,543558.00,3.26
September 30 2020,Duval,FL,Passenger,0.00,2.00,2.00,368.00,370.00,0.54
May 31 2018,Duval,FL,Passenger,1.00,2.00,3.00,382.00,385.00,0.78
June 30 2018,Volusia,FL,Passenger,0.00,1.00,1.00,36.00,37.00,2.70
November 30 2022,Essex,NJ,Passenger,2.00,0.00,2.00,11.00,13.00,15.38
February 28 2023,Santa Cruz,CA,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
January 31 2018,Thurston,WA,Passenger,487.00,407.00,894.00,190616.00,191510.00,0.47
January 31 2017,Cobb,GA,Passenger,0.00,1.00,1.00,83.00,84.00,1.19
August 31 2021,Honolulu,HI,Passenger,5.00,3.00,8.00,406.00,414.00,1.93
January 31 2019,Santa Fe,NM,Passenger,0.00,1.00,1.00,42.00,43.00,2.33
November 30 2021,Denton,TX,Passenger,1.00,0.00,1.00,77.00,78.00,1.28
October 31 2022,Platte,MO,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
December 31 2019,DeKalb,IN,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
May 31 2021,Ferry,WA,Passenger,9.00,3.00,12.00,4374.00,4386.00,0.27
April 30 2018,Santa Clara,CA,Passenger,6.00,1.00,7.00,389.00,396.00,1.77
March 31 2020,Douglas,WA,Truck,0.00,0.00,0.00,12329.00,12329.00,0.00
December 31 2017,Jefferson,WA,Truck,0.00,0.00,0.00,9470.00,9470.00,0.00
October 31 2021,Milwaukee,WI,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
November 30 2023,Caddo,LA,Passenger,2.00,0.00,2.00,10.00,12.00,16.67
February 28 2022,Walla Walla,WA,Truck,0.00,0.00,0.00,14070.00,14070.00,0.00
March 31 2023,Stafford,VA,Passenger,3.00,1.00,4.00,83.00,87.00,4.60
November 30 2018,Manassas,VA,Passenger,0.00,1.00,1.00,9.00,10.00,10.00
April 30 2017,DeKalb,IN,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
January 31 2019,Kitsap,WA,Truck,1.00,0.00,1.00,53722.00,53723.00,0.00
September 30 2019,Honolulu,HI,Passenger,4.00,2.00,6.00,510.00,516.00,1.16
July 31 2021,Travis,TX,Passenger,4.00,3.00,7.00,167.00,174.00,4.02
October 31 2017,Juneau,AK,Passenger,0.00,1.00,1.00,45.00,46.00,2.17
July 31 2020,Polk,FL,Passenger,1.00,0.00,1.00,72.00,73.00,1.37
September 30 2021,Clinton,PA,Passenger,1.00,0.00,1.00,0.00,1.00,100.00
May 31 2017,Multnomah,OR,Passenger,1.00,3.00,4.00,1032.00,1036.00,0.39
June 30 2022,Santa Clara,CA,Passenger,12.00,2.00,14.00,251.00,265.00,5.28
December 31 2021,Lake,IL,Passenger,3.00,0.00,3.00,163.00,166.00,1.81
August 31 2020,Duval,FL,Passenger,0.00,2.00,2.00,367.00,369.00,0.54
February 28 2022,Grant,WA,Truck,0.00,0.00,0.00,27997.00,27997.00,0.00
December 31 2021,Virginia Beach,VA,Passenger,2.00,0.00,2.00,570.00,572.00,0.35
May 31 2022,Middlesex,NJ,Passenger,1.00,0.00,1.00,21.00,22.00,4.55
August 31 2018,Prince William,VA,Passenger,0.00,5.00,5.00,258.00,263.00,1.90
April 30 2018,Duval,FL,Passenger,1.00,2.00,3.00,377.00,380.00,0.79
September 30 2022,Palm Beach,FL,Passenger,0.00,1.00,1.00,51.00,52.00,1.92
July 31 2018,Beaufort,SC,Passenger,1.00,0.00,1.00,39.00,40.00,2.50
October 31 2022,Asotin,WA,Truck,0.00,0.00,0.00,6679.00,6679.00,0.00
January 31 2022,Spokane,WA,Truck,0.00,0.00,0.00,102574.00,102574.00,0.00
December 31 2022,Portsmouth,VA,Passenger,0.00,1.00,1.00,76.00,77.00,1.30
June 30 2023,San Bernardino,CA,Passenger,3.00,1.00,4.00,280.00,284.00,1.41
April 30 2022,Anchorage,AK,Passenger,2.00,0.00,2.00,139.00,141.00,1.42
September 30 2023,Ventura,CA,Passenger,2.00,2.00,4.00,191.00,195.00,2.05
November 30 2021,Platte,MO,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
February 28 2022,Sevier,AR,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
June 30 2023,Grant,WA,Passenger,282.00,126.00,408.00,67212.00,67620.00,0.60
June 30 2022,Jefferson,WA,Passenger,434.00,217.00,651.00,24575.00,25226.00,2.58
June 30 2022,Okanogan,WA,Truck,1.00,0.00,1.00,16636.00,16637.00,0.01
March 31 2023,Ferry,WA,Truck,0.00,0.00,0.00,3571.00,3571.00,0.00
April 30 2017,Cobb,GA,Passenger,0.00,1.00,1.00,78.00,79.00,1.27
June 30 2018,Allegheny,PA,Passenger,1.00,0.00,1.00,82.00,83.00,1.20
November 30 2022,Newport News,VA,Passenger,1.00,0.00,1.00,108.00,109.00,0.92
January 31 2018,Walla Walla,WA,Truck,0.00,0.00,0.00,13324.00,13324.00,0.00
March 31 2023,Beaufort,SC,Passenger,1.00,0.00,1.00,28.00,29.00,3.45
February 28 2023,Monterey,CA,Passenger,0.00,4.00,4.00,134.00,138.00,2.90
June 30 2021,Tarrant,TX,Passenger,1.00,0.00,1.00,148.00,149.00,0.67
December 31 2023,Garfield,WA,Truck,0.00,0.00,0.00,964.00,964.00,0.00
March 31 2022,Platte,MO,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
January 31 2023,Randolph,NC,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
February 28 2019,Larimer,CO,Passenger,1.00,0.00,1.00,56.00,57.00,1.75
October 31 2020,Williamson,TX,Passenger,0.00,2.00,2.00,134.00,136.00,1.47
January 31 2022,Meade,KY,Passenger,1.00,0.00,1.00,24.00,25.00,4.00
May 31 2021,El Dorado,CA,Passenger,1.00,0.00,1.00,33.00,34.00,2.94
July 31 2022,Hawaii,HI,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
July 31 2019,Shelby,OH,Passenger,0.00,1.00,1.00,2.00,3.00,33.33
January 31 2024,Pierce,WA,Truck,246.00,0.00,246.00,131470.00,131716.00,0.19
April 30 2021,Benton,WA,Truck,0.00,0.00,0.00,43683.00,43683.00,0.00
January 31 2022,Clark,NV,Passenger,7.00,2.00,9.00,585.00,594.00,1.52
