Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
July 31 2017,Ferry,WA,Passenger,1.00,1.00,2.00,4402.00,4404.00,0.05
January 31 2018,Clay,FL,Passenger,0.00,1.00,1.00,105.00,106.00,0.94
March 31 2020,Portsmouth,VA,Passenger,0.00,1.00,1.00,78.00,79.00,1.27
August 31 2020,Yakima,WA,Truck,0.00,0.00,0.00,60415.00,60415.00,0.00
July 31 2020,Spartanburg,SC,Passenger,0.00,1.00,1.00,49.00,50.00,2.00
July 31 2021,Houston,GA,Passenger,1.00,0.00,1.00,46.00,47.00,2.13
December 31 2023,New London,CT,Passenger,2.00,2.00,4.00,148.00,152.00,2.63
November 30 2023,Houston,GA,Passenger,1.00,0.00,1.00,27.00,28.00,3.57
November 30 2023,Middlesex,NJ,Passenger,1.00,0.00,1.00,18.00,19.00,5.26
February 28 2022,Shelby,OH,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
March 31 2021,Randolph,NC,Passenger,1.00,0.00,1.00,8.00,9.00,11.11
March 31 2023,Orange,NC,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
December 31 2018,Pierce,WA,Passenger,1509.00,1373.00,2882.00,538762.00,541644.00,0.53
December 31 2018,Walla Walla,WA,Truck,0.00,0.00,0.00,13524.00,13524.00,0.00
June 30 2023,Pulaski,AR,Passenger,3.00,0.00,3.00,17.00,20.00,15.00
October 31 2023,Okanogan,WA,Passenger,146.00,74.00,220.00,25965.00,26185.00,0.84
March 31 2022,Moore,NC,Passenger,0.00,1.00,1.00,125.00,126.00,0.79
March 31 2019,Broward,FL,Passenger,2.00,1.00,3.00,128.00,131.00,2.29
December 31 2023,Salt Lake,UT,Passenger,1.00,1.00,2.00,83.00,85.00,2.35
January 31 2023,Loudoun,VA,Passenger,3.00,2.00,5.00,60.00,65.00,7.69
February 29 2024,Walla Walla,WA,Passenger,272.00,141.00,413.00,34269.00,34682.00,1.19
August 31 2018,Whitman,WA,Passenger,20.00,30.00,50.00,22675.00,22725.00,0.22
September 30 2021,Orange,CA,Passenger,5.00,2.00,7.00,431.00,438.00,1.60
October 31 2020,Thurston,WA,Truck,0.00,0.00,0.00,56289.00,56289.00,0.00
February 29 2020,Jefferson,CO,Passenger,0.00,1.00,1.00,59.00,60.00,1.67
November 30 2023,Maui,HI,Passenger,1.00,0.00,1.00,20.00,21.00,4.76
June 30 2020,Island,WA,Truck,1.00,0.00,1.00,21194.00,21195.00,0.00
January 31 2020,Okanogan,WA,Passenger,32.00,30.00,62.00,26214.00,26276.00,0.24
May 31 2017,Sumter,FL,Passenger,0.00,1.00,1.00,10.00,11.00,9.09
February 28 2021,Okanogan,WA,Truck,0.00,0.00,0.00,16621.00,16621.00,0.00
January 31 2019,Manatee,FL,Passenger,1.00,0.00,1.00,37.00,38.00,2.63
December 31 2021,Allegheny,PA,Passenger,1.00,1.00,2.00,67.00,69.00,2.90
May 31 2019,Wilson,TX,Passenger,0.00,1.00,1.00,7.00,8.00,12.50
May 31 2018,Hamilton,IN,Passenger,1.00,0.00,1.00,46.00,47.00,2.13
April 30 2019,Charles,MD,Passenger,0.00,1.00,1.00,86.00,87.00,1.15
April 30 2020,Mason,WA,Passenger,155.00,133.00,288.00,47197.00,47485.00,0.61
October 31 2021,Multnomah,OR,Passenger,2.00,6.00,8.00,653.00,661.00,1.21
August 31 2019,Suffolk,MA,Passenger,0.00,1.00,1.00,38.00,39.00,2.56
May 31 2019,Thurston,WA,Passenger,844.00,629.00,1473.00,197049.00,198522.00,0.74
December 31 2021,Yakima,WA,Passenger,286.00,173.00,459.00,168704.00,169163.00,0.27
January 31 2021,Okaloosa,FL,Passenger,0.00,1.00,1.00,143.00,144.00,0.69
September 30 2023,Polk,OR,Passenger,1.00,1.00,2.00,12.00,14.00,14.29
April 30 2023,Moore,NC,Passenger,0.00,1.00,1.00,108.00,109.00,0.92
October 31 2022,Carroll,MD,Passenger,0.00,1.00,1.00,18.00,19.00,5.26
February 28 2022,Alexandria,VA,Passenger,4.00,0.00,4.00,111.00,115.00,3.48
July 31 2021,San Joaquin,CA,Passenger,1.00,0.00,1.00,107.00,108.00,0.93
April 30 2019,Cumberland,NC,Passenger,0.00,2.00,2.00,522.00,524.00,0.38
January 31 2023,Adams,WA,Truck,1.00,0.00,1.00,5386.00,5387.00,0.02
January 31 2020,Anne Arundel,MD,Passenger,1.00,1.00,2.00,429.00,431.00,0.46
February 28 2023,Spokane,WA,Passenger,2036.00,982.00,3018.00,323652.00,326670.00,0.92
April 30 2017,Klickitat,WA,Passenger,22.00,23.00,45.00,14769.00,14814.00,0.30
December 31 2023,Island,WA,Truck,42.00,0.00,42.00,20646.00,20688.00,0.20
October 31 2020,Arapahoe,CO,Passenger,1.00,0.00,1.00,132.00,133.00,0.75
March 31 2019,Montgomery,PA,Passenger,2.00,0.00,2.00,38.00,40.00,5.00
October 31 2017,Adams,WA,Passenger,3.00,3.00,6.00,12280.00,12286.00,0.05
April 30 2021,Thurston,WA,Truck,0.00,0.00,0.00,56684.00,56684.00,0.00
May 31 2021,Benton,WA,Passenger,502.00,385.00,887.00,136051.00,136938.00,0.65
March 31 2023,Lewis,WA,Passenger,294.00,194.00,488.00,58773.00,59261.00,0.82
June 30 2022,San Diego,CA,Passenger,17.00,8.00,25.00,2419.00,2444.00,1.02
January 31 2022,Anne Arundel,MD,Passenger,3.00,1.00,4.00,362.00,366.00,1.09
December 31 2023,Stevens,WA,Passenger,138.00,73.00,211.00,29177.00,29388.00,0.72
February 29 2024,Mason,WA,Passenger,563.00,234.00,797.00,44396.00,45193.00,1.76
February 28 2021,Montgomery,OH,Passenger,0.00,1.00,1.00,56.00,57.00,1.75
July 31 2023,Whitman,WA,Truck,5.00,0.00,5.00,8631.00,8636.00,0.06
January 31 2020,Maricopa,AZ,Passenger,7.00,9.00,16.00,1570.00,1586.00,1.01
November 30 2019,Polk,FL,Passenger,1.00,0.00,1.00,73.00,74.00,1.35
March 31 2020,Suffolk,VA,Passenger,1.00,0.00,1.00,123.00,124.00,0.81
September 30 2020,Clark,WA,Passenger,2174.00,1098.00,3272.00,318312.00,321584.00,1.02
August 31 2022,Walla Walla,WA,Passenger,179.00,103.00,282.00,35796.00,36078.00,0.78
July 31 2017,Morris,NJ,Passenger,1.00,0.00,1.00,25.00,26.00,3.85
June 30 2019,District of Columbia,DC,Passenger,1.00,1.00,2.00,203.00,205.00,0.98
April 30 2022,Manassas,VA,Passenger,0.00,1.00,1.00,7.00,8.00,12.50
May 31 2019,Pend Oreille,WA,Passenger,4.00,5.00,9.00,9534.00,9543.00,0.09
February 28 2019,Norfolk,VA,Passenger,2.00,2.00,4.00,349.00,353.00,1.13
February 29 2020,Montgomery,OH,Passenger,0.00,1.00,1.00,49.00,50.00,2.00
October 31 2021,Philadelphia,PA,Passenger,1.00,0.00,1.00,44.00,45.00,2.22
January 31 2024,Cumberland,NC,Passenger,1.00,3.00,4.00,278.00,282.00,1.42
February 29 2024,Orange,NC,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
July 31 2017,Whatcom,WA,Truck,2.00,0.00,2.00,41662.00,41664.00,0.00
December 31 2022,Whitman,WA,Passenger,110.00,67.00,177.00,21923.00,22100.00,0.80
July 31 2020,Chelan,WA,Passenger,240.00,82.00,322.00,54226.00,54548.00,0.59
August 31 2020,Jefferson,NY,Passenger,0.00,1.00,1.00,210.00,211.00,0.47
July 31 2023,Middlesex,MA,Passenger,2.00,1.00,3.00,70.00,73.00,4.11
February 29 2024,Plaquemines,LA,Passenger,1.00,1.00,2.00,15.00,17.00,11.76
June 30 2018,Kent,MI,Passenger,0.00,1.00,1.00,27.00,28.00,3.57
August 31 2023,Sacramento,CA,Truck,1.00,0.00,1.00,31.00,32.00,3.12
September 30 2021,Okanogan,WA,Passenger,67.00,44.00,111.00,26531.00,26642.00,0.42
May 31 2017,Marion,OR,Passenger,1.00,0.00,1.00,178.00,179.00,0.56
December 31 2019,Fairfax,VA,Passenger,5.00,2.00,7.00,764.00,771.00,0.91
January 31 2023,Yakima,WA,Truck,8.00,0.00,8.00,61164.00,61172.00,0.01
June 30 2021,El Dorado,CA,Passenger,1.00,0.00,1.00,35.00,36.00,2.78
June 30 2023,Lee,AL,Passenger,1.00,0.00,1.00,14.00,15.00,6.67
December 31 2023,Thurston,WA,Truck,91.00,0.00,91.00,52851.00,52942.00,0.17
February 28 2017,Contra Costa,CA,Passenger,1.00,0.00,1.00,647.00,648.00,0.15
April 30 2022,Sarasota,FL,Passenger,2.00,0.00,2.00,33.00,35.00,5.71
November 30 2017,Whatcom,WA,Passenger,524.00,214.00,738.00,144634.00,145372.00,0.51
April 30 2020,Boulder,CO,Passenger,1.00,1.00,2.00,47.00,49.00,4.08
August 31 2023,Cochise,AZ,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
February 29 2024,James City,VA,Passenger,1.00,0.00,1.00,35.00,36.00,2.78
December 31 2023,Sacramento,CA,Passenger,1.00,1.00,2.00,135.00,137.00,1.46
June 30 2017,Tulare,CA,Passenger,1.00,0.00,1.00,199.00,200.00,0.50
September 30 2022,Kittitas,WA,Passenger,290.00,91.00,381.00,29598.00,29979.00,1.27
April 30 2019,Kittitas,WA,Passenger,71.00,35.00,106.00,29487.00,29593.00,0.36
September 30 2019,Alexandria,VA,Passenger,1.00,0.00,1.00,142.00,143.00,0.70
April 30 2021,St. Louis,MO,Passenger,1.00,0.00,1.00,92.00,93.00,1.08
January 31 2019,Richland,SC,Passenger,0.00,1.00,1.00,165.00,166.00,0.60
August 31 2023,Boulder,CO,Passenger,2.00,0.00,2.00,29.00,31.00,6.45
July 31 2020,Wilson,TX,Passenger,0.00,1.00,1.00,6.00,7.00,14.29
August 31 2020,King,WA,Passenger,25168.00,7812.00,32980.00,1370354.00,1403334.00,2.35
July 31 2017,Skagit,WA,Truck,1.00,0.00,1.00,31482.00,31483.00,0.00
November 30 2023,San Juan,WA,Truck,22.00,0.00,22.00,5855.00,5877.00,0.37
February 28 2017,Asotin,WA,Truck,0.00,0.00,0.00,6475.00,6475.00,0.00
February 28 2022,Lewis,WA,Truck,0.00,0.00,0.00,26601.00,26601.00,0.00
May 31 2019,Deschutes,OR,Passenger,3.00,0.00,3.00,165.00,168.00,1.79
May 31 2022,Santa Clara,CA,Passenger,12.00,1.00,13.00,250.00,263.00,4.94
January 31 2020,Maui,HI,Passenger,2.00,0.00,2.00,41.00,43.00,4.65
March 31 2021,Marion,IA,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
June 30 2019,Guadalupe,TX,Passenger,1.00,0.00,1.00,78.00,79.00,1.27
February 28 2022,Ray,MO,Passenger,0.00,1.00,1.00,1.00,2.00,50.00
March 31 2018,DeKalb,GA,Passenger,1.00,0.00,1.00,83.00,84.00,1.19
March 31 2019,Los Angeles,CA,Passenger,5.00,5.00,10.00,1113.00,1123.00,0.89
June 30 2020,Cumberland,NC,Passenger,0.00,3.00,3.00,475.00,478.00,0.63
May 31 2020,Franklin,WA,Truck,0.00,0.00,0.00,19863.00,19863.00,0.00
January 31 2022,Gwinnett,GA,Passenger,1.00,0.00,1.00,59.00,60.00,1.67
November 30 2019,Hawaii,HI,Passenger,1.00,0.00,1.00,60.00,61.00,1.64
July 31 2017,Flathead,MT,Passenger,1.00,0.00,1.00,61.00,62.00,1.61
July 31 2020,Jefferson,WA,Passenger,249.00,142.00,391.00,24732.00,25123.00,1.56
November 30 2019,Stevens,WA,Truck,0.00,0.00,0.00,18794.00,18794.00,0.00
September 30 2017,Lincoln,WA,Passenger,2.00,6.00,8.00,7562.00,7570.00,0.11
June 30 2023,Wahkiakum,WA,Passenger,26.00,17.00,43.00,3036.00,3079.00,1.40
May 31 2018,Okanogan,WA,Truck,0.00,0.00,0.00,16411.00,16411.00,0.00
January 31 2024,Bartow,GA,Passenger,0.00,1.00,1.00,3.00,4.00,25.00
November 30 2021,Onslow,NC,Passenger,0.00,1.00,1.00,173.00,174.00,0.57
July 31 2023,Burlington,NJ,Passenger,2.00,2.00,4.00,89.00,93.00,4.30
July 31 2018,Prince George,VA,Passenger,0.00,1.00,1.00,75.00,76.00,1.32
June 30 2019,Kalamazoo,MI,Passenger,1.00,0.00,1.00,14.00,15.00,6.67
May 31 2017,Wahkiakum,WA,Truck,0.00,0.00,0.00,1643.00,1643.00,0.00
September 30 2022,Napa,CA,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
April 30 2023,Essex,NJ,Passenger,2.00,0.00,2.00,9.00,11.00,18.18
April 30 2019,Clark,WA,Truck,0.00,0.00,0.00,80094.00,80094.00,0.00
June 30 2021,Jefferson,WA,Passenger,330.00,184.00,514.00,24875.00,25389.00,2.02
February 28 2022,Pacific,WA,Passenger,58.00,65.00,123.00,16015.00,16138.00,0.76
November 30 2020,Prince William,VA,Passenger,2.00,3.00,5.00,224.00,229.00,2.18
September 30 2022,St. Louis,MO,Passenger,2.00,0.00,2.00,61.00,63.00,3.17
June 30 2018,Garfield,WA,Truck,0.00,0.00,0.00,949.00,949.00,0.00
August 31 2021,Richmond,NY,Passenger,1.00,0.00,1.00,6.00,7.00,14.29
November 30 2020,Skagit,WA,Truck,1.00,0.00,1.00,32706.00,32707.00,0.00
August 31 2021,Kern,CA,Passenger,0.00,1.00,1.00,208.00,209.00,0.48
May 31 2019,Cumberland,NC,Passenger,0.00,2.00,2.00,516.00,518.00,0.39
September 30 2021,Montgomery,TN,Passenger,1.00,0.00,1.00,236.00,237.00,0.42
March 31 2018,Canyon,ID,Passenger,0.00,1.00,1.00,96.00,97.00,1.03
May 31 2021,Skamania,WA,Truck,0.00,0.00,0.00,4027.00,4027.00,0.00
December 31 2020,Lewis,WA,Truck,0.00,0.00,0.00,26622.00,26622.00,0.00
June 30 2018,Skagit,WA,Passenger,206.00,166.00,372.00,90481.00,90853.00,0.41
July 31 2019,Mason,WA,Passenger,127.00,124.00,251.00,47303.00,47554.00,0.53
February 29 2024,Maricopa,AZ,Passenger,5.00,2.00,7.00,521.00,528.00,1.33
January 31 2022,,,Passenger,5.00,2.00,7.00,317.00,324.00,2.16
April 30 2022,Bexar,TX,Passenger,3.00,4.00,7.00,483.00,490.00,1.43
April 30 2020,Denton,TX,Passenger,1.00,0.00,1.00,94.00,95.00,1.05
June 30 2019,Klamath,OR,Passenger,1.00,0.00,1.00,40.00,41.00,2.44
September 30 2023,Mason,WA,Passenger,498.00,216.00,714.00,46059.00,46773.00,1.53
August 31 2020,Fulton,GA,Passenger,1.00,2.00,3.00,101.00,104.00,2.88
September 30 2022,Platte,MO,Passenger,1.00,0.00,1.00,24.00,25.00,4.00
June 30 2022,Grant,WA,Passenger,175.00,99.00,274.00,66763.00,67037.00,0.41
June 30 2023,Pierce,WA,Truck,164.00,0.00,164.00,137223.00,137387.00,0.12
July 31 2022,Adams,WA,Truck,1.00,0.00,1.00,5456.00,5457.00,0.02
September 30 2017,Marin,CA,Passenger,1.00,0.00,1.00,58.00,59.00,1.69
February 29 2024,Albemarle,VA,Passenger,2.00,0.00,2.00,14.00,16.00,12.50
June 30 2018,Santa Rosa,FL,Passenger,1.00,0.00,1.00,98.00,99.00,1.01
August 31 2018,Wahkiakum,WA,Passenger,1.00,1.00,2.00,2959.00,2961.00,0.07
March 31 2018,Walla Walla,WA,Truck,0.00,0.00,0.00,13312.00,13312.00,0.00
July 31 2018,Cowlitz,WA,Truck,0.00,0.00,0.00,28557.00,28557.00,0.00
May 31 2021,Montgomery,MD,Passenger,2.00,1.00,3.00,233.00,236.00,1.27
June 30 2021,Grays Harbor,WA,Truck,0.00,0.00,0.00,21446.00,21446.00,0.00
October 31 2021,Harrison,MS,Passenger,2.00,0.00,2.00,54.00,56.00,3.57
March 31 2019,Middlesex,MA,Passenger,1.00,1.00,2.00,119.00,121.00,1.65
July 31 2019,Charleston,SC,Passenger,1.00,0.00,1.00,120.00,121.00,0.83
August 31 2020,Rogers,OK,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
December 31 2023,Benton,WA,Passenger,1378.00,638.00,2016.00,134076.00,136092.00,1.48
December 31 2017,Stevens,WA,Truck,0.00,0.00,0.00,18374.00,18374.00,0.00
October 31 2020,Columbia,WA,Truck,0.00,0.00,0.00,1531.00,1531.00,0.00
April 30 2022,Denton,TX,Passenger,2.00,0.00,2.00,65.00,67.00,2.99
June 30 2018,Manatee,FL,Passenger,1.00,0.00,1.00,38.00,39.00,2.56
December 31 2022,Lee,FL,Passenger,1.00,0.00,1.00,32.00,33.00,3.03
April 30 2020,Williams,ND,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
September 30 2022,Fairfax,VA,Truck,1.00,0.00,1.00,106.00,107.00,0.93
October 31 2019,Cowlitz,WA,Passenger,112.00,106.00,218.00,73557.00,73775.00,0.30
February 28 2019,Okanogan,WA,Truck,0.00,0.00,0.00,16469.00,16469.00,0.00
February 28 2021,Hudson,NJ,Passenger,1.00,0.00,1.00,41.00,42.00,2.38
March 31 2019,Kern,CA,Passenger,0.00,1.00,1.00,227.00,228.00,0.44
January 31 2021,Anchorage,AK,Passenger,1.00,0.00,1.00,151.00,152.00,0.66
June 30 2022,Dorchester,SC,Passenger,1.00,0.00,1.00,66.00,67.00,1.49
April 30 2018,Tulsa,OK,Passenger,0.00,1.00,1.00,49.00,50.00,2.00
April 30 2023,Richmond,NY,Passenger,1.00,0.00,1.00,4.00,5.00,20.00
January 31 2024,Klickitat,WA,Passenger,185.00,75.00,260.00,14822.00,15082.00,1.72
January 31 2024,Adams,WA,Passenger,31.00,14.00,45.00,12855.00,12900.00,0.35
September 30 2023,Norfolk,VA,Passenger,1.00,2.00,3.00,257.00,260.00,1.15
September 30 2022,Lewis,WA,Truck,1.00,0.00,1.00,26338.00,26339.00,0.00
March 31 2023,Klickitat,WA,Truck,6.00,0.00,6.00,8286.00,8292.00,0.07
December 31 2023,Lincoln,WA,Truck,0.00,0.00,0.00,4735.00,4735.00,0.00
October 31 2019,Lake,FL,Passenger,1.00,0.00,1.00,23.00,24.00,4.17
September 30 2023,DeKalb,GA,Passenger,2.00,0.00,2.00,36.00,38.00,5.26
February 29 2020,Saginaw,MI,Passenger,1.00,0.00,1.00,12.00,13.00,7.69
October 31 2020,Clark,WA,Truck,0.00,0.00,0.00,83142.00,83142.00,0.00
July 31 2022,Columbia,WA,Truck,0.00,0.00,0.00,1577.00,1577.00,0.00
October 31 2018,Sangamon,IL,Passenger,1.00,0.00,1.00,11.00,12.00,8.33
November 30 2019,Sangamon,IL,Passenger,1.00,0.00,1.00,5.00,6.00,16.67
October 31 2022,Pend Oreille,WA,Passenger,18.00,12.00,30.00,8995.00,9025.00,0.33
May 31 2023,Yuba,CA,Passenger,1.00,0.00,1.00,52.00,53.00,1.89
August 31 2017,Asotin,WA,Passenger,8.00,5.00,13.00,12438.00,12451.00,0.10
August 31 2021,Lake,IL,Passenger,2.00,0.00,2.00,170.00,172.00,1.16
January 31 2023,Middlesex,NJ,Passenger,1.00,0.00,1.00,18.00,19.00,5.26
October 31 2020,RÃ­o Grande,PR,Passenger,1.00,0.00,1.00,1.00,2.00,50.00
November 30 2019,Benton,WA,Passenger,309.00,308.00,617.00,135081.00,135698.00,0.45
April 30 2020,Lee,FL,Passenger,1.00,0.00,1.00,51.00,52.00,1.92
September 30 2018,Douglas,NE,Passenger,0.00,1.00,1.00,71.00,72.00,1.39
April 30 2023,,,Passenger,5.00,0.00,5.00,267.00,272.00,1.84
March 31 2020,Dakota,MN,Passenger,0.00,1.00,1.00,31.00,32.00,3.12
January 31 2020,Kootenai,ID,Passenger,1.00,1.00,2.00,232.00,234.00,0.85
December 31 2023,Galveston,TX,Passenger,0.00,1.00,1.00,13.00,14.00,7.14
July 31 2020,Cowlitz,WA,Passenger,146.00,117.00,263.00,72224.00,72487.00,0.36
January 31 2024,Ventura,CA,Passenger,3.00,2.00,5.00,179.00,184.00,2.72
April 30 2018,Pacific,WA,Truck,0.00,0.00,0.00,7595.00,7595.00,0.00
June 30 2018,Hawaii,HI,Passenger,1.00,0.00,1.00,74.00,75.00,1.33
January 31 2020,Cochise,AZ,Passenger,0.00,1.00,1.00,103.00,104.00,0.96
November 30 2022,Allegheny,PA,Passenger,1.00,0.00,1.00,61.00,62.00,1.61
August 31 2022,Kittitas,WA,Passenger,284.00,88.00,372.00,29593.00,29965.00,1.24
October 31 2022,Garfield,WA,Passenger,1.00,3.00,4.00,1308.00,1312.00,0.30
February 29 2024,King,WA,Truck,1164.00,2.00,1166.00,165834.00,167000.00,0.70
February 29 2020,Guadalupe,TX,Passenger,1.00,0.00,1.00,71.00,72.00,1.39
July 31 2021,Chelan,WA,Truck,0.00,0.00,0.00,23093.00,23093.00,0.00
December 31 2022,Lincoln,WA,Truck,0.00,0.00,0.00,4841.00,4841.00,0.00
March 31 2022,Suffolk,VA,Passenger,1.00,0.00,1.00,120.00,121.00,0.83
November 30 2017,Mercer,NJ,Passenger,0.00,1.00,1.00,18.00,19.00,5.26
June 30 2023,Houston,GA,Passenger,1.00,0.00,1.00,29.00,30.00,3.33
October 31 2019,Clark,WA,Truck,0.00,0.00,0.00,81141.00,81141.00,0.00
October 31 2021,Spokane,WA,Truck,0.00,0.00,0.00,102532.00,102532.00,0.00
December 31 2022,Klickitat,WA,Truck,4.00,0.00,4.00,8234.00,8238.00,0.05
August 31 2023,Adams,WA,Passenger,25.00,12.00,37.00,13078.00,13115.00,0.28
October 31 2023,Solano,CA,Passenger,5.00,0.00,5.00,126.00,131.00,3.82
May 31 2020,Albemarle,VA,Passenger,1.00,0.00,1.00,22.00,23.00,4.35
January 31 2018,Portsmouth,VA,Passenger,0.00,1.00,1.00,70.00,71.00,1.41
April 30 2020,Osceola,FL,Passenger,1.00,0.00,1.00,42.00,43.00,2.33
April 30 2022,Maricopa,AZ,Passenger,7.00,4.00,11.00,1093.00,1104.00,1.00
February 28 2018,Saratoga,NY,Passenger,1.00,1.00,2.00,67.00,69.00,2.90
April 30 2017,King,WA,Truck,8.00,1.00,9.00,188921.00,188930.00,0.00
August 31 2018,Whatcom,WA,Truck,2.00,0.00,2.00,42395.00,42397.00,0.00
February 29 2020,Shasta,CA,Passenger,1.00,0.00,1.00,39.00,40.00,2.50
January 31 2022,Columbia,WA,Passenger,6.00,2.00,8.00,2450.00,2458.00,0.33
May 31 2022,Sacramento,CA,Passenger,2.00,1.00,3.00,223.00,226.00,1.33
February 28 2021,Milwaukee,WI,Passenger,1.00,0.00,1.00,45.00,46.00,2.17
September 30 2022,Marion,IA,Passenger,1.00,0.00,1.00,0.00,1.00,100.00
January 31 2018,Mason,WA,Passenger,65.00,75.00,140.00,44969.00,45109.00,0.31
March 31 2020,Maricopa,AZ,Passenger,7.00,9.00,16.00,1552.00,1568.00,1.02
February 29 2024,Okanogan,WA,Truck,10.00,0.00,10.00,15655.00,15665.00,0.06
May 31 2017,Hawaii,HI,Passenger,1.00,0.00,1.00,88.00,89.00,1.12
December 31 2018,Portsmouth,VA,Passenger,0.00,1.00,1.00,82.00,83.00,1.20
November 30 2017,Norfolk,VA,Passenger,1.00,1.00,2.00,311.00,313.00,0.64
January 31 2020,Shelby,TN,Passenger,0.00,1.00,1.00,100.00,101.00,0.99
June 30 2019,Larimer,CO,Passenger,1.00,0.00,1.00,56.00,57.00,1.75
November 30 2023,Burlington,NJ,Passenger,2.00,2.00,4.00,84.00,88.00,4.55
November 30 2023,Denton,TX,Passenger,1.00,0.00,1.00,29.00,30.00,3.33
November 30 2017,St. Lucie,FL,Passenger,1.00,0.00,1.00,26.00,27.00,3.70
February 28 2021,Sevier,AR,Passenger,0.00,1.00,1.00,0.00,1.00,100.00
November 30 2021,Yakima,WA,Passenger,272.00,167.00,439.00,168582.00,169021.00,0.26
July 31 2023,Okanogan,WA,Passenger,129.00,65.00,194.00,26106.00,26300.00,0.74
April 30 2021,Pima,AZ,Passenger,2.00,1.00,3.00,310.00,313.00,0.96
December 31 2019,Monterey,CA,Passenger,0.00,1.00,1.00,186.00,187.00,0.53
November 30 2020,Garfield,WA,Truck,0.00,0.00,0.00,995.00,995.00,0.00
March 31 2017,Cowlitz,WA,Truck,0.00,0.00,0.00,27903.00,27903.00,0.00
May 31 2018,Nueces,TX,Passenger,1.00,1.00,2.00,91.00,93.00,2.15
September 30 2023,Monterey,CA,Passenger,0.00,3.00,3.00,114.00,117.00,2.56
March 31 2023,Skagit,WA,Passenger,1022.00,383.00,1405.00,89122.00,90527.00,1.55
December 31 2022,Clark,WA,Passenger,4919.00,2025.00,6944.00,314671.00,321615.00,2.16
July 31 2021,Jefferson,NY,Passenger,0.00,1.00,1.00,222.00,223.00,0.45
September 30 2018,Sacramento,CA,Passenger,0.00,1.00,1.00,320.00,321.00,0.31
May 31 2023,Mason,WA,Truck,10.00,0.00,10.00,20728.00,20738.00,0.05
October 31 2021,Solano,CA,Passenger,1.00,0.00,1.00,178.00,179.00,0.56
November 30 2021,Carroll,MD,Passenger,0.00,1.00,1.00,17.00,18.00,5.56
April 30 2023,Hamilton,OH,Passenger,1.00,0.00,1.00,31.00,32.00,3.12
September 30 2022,Cowlitz,WA,Passenger,368.00,180.00,548.00,70311.00,70859.00,0.77
August 31 2017,Virginia Beach,VA,Passenger,2.00,1.00,3.00,640.00,643.00,0.47
January 31 2018,Garfield,WA,Passenger,1.00,0.00,1.00,1329.00,1330.00,0.08
March 31 2020,Columbia,OR,Passenger,1.00,0.00,1.00,27.00,28.00,3.57
December 31 2023,Caddo,LA,Passenger,2.00,0.00,2.00,8.00,10.00,20.00
March 31 2019,Skamania,WA,Truck,0.00,0.00,0.00,4016.00,4016.00,0.00
March 31 2020,Orange,CA,Passenger,7.00,2.00,9.00,524.00,533.00,1.69
December 31 2018,Tulsa,OK,Passenger,1.00,1.00,2.00,51.00,53.00,3.77
January 31 2017,Morris,NJ,Passenger,1.00,0.00,1.00,23.00,24.00,4.17
February 28 2023,Yellowstone,MT,Passenger,0.00,1.00,1.00,14.00,15.00,6.67
September 30 2018,Island,WA,Truck,0.00,0.00,0.00,21087.00,21087.00,0.00
June 30 2017,Mason,WA,Truck,0.00,0.00,0.00,19267.00,19267.00,0.00
February 29 2024,Bexar,TX,Passenger,0.00,3.00,3.00,307.00,310.00,0.97
June 30 2020,Cowlitz,WA,Truck,0.00,0.00,0.00,28863.00,28863.00,0.00
March 31 2020,El Paso,TX,Passenger,3.00,0.00,3.00,444.00,447.00,0.67
December 31 2021,St. Clair,IL,Passenger,1.00,0.00,1.00,123.00,124.00,0.81
January 31 2022,Bartow,GA,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
November 30 2018,Rogers,OK,Passenger,1.00,0.00,1.00,7.00,8.00,12.50
December 31 2019,Oldham,KY,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
July 31 2021,San Juan,WA,Passenger,443.00,139.00,582.00,14234.00,14816.00,3.93
September 30 2019,Clark,NV,Passenger,5.00,2.00,7.00,701.00,708.00,0.99
May 31 2021,Adams,WA,Truck,0.00,0.00,0.00,5373.00,5373.00,0.00
June 30 2018,DeKalb,GA,Passenger,1.00,0.00,1.00,82.00,83.00,1.20
December 31 2020,Columbia,WA,Truck,0.00,0.00,0.00,1542.00,1542.00,0.00
February 29 2024,Marin,CA,Passenger,1.00,1.00,2.00,25.00,27.00,7.41
December 31 2021,Bartow,GA,Passenger,0.00,1.00,1.00,4.00,5.00,20.00
January 31 2018,Klickitat,WA,Passenger,24.00,26.00,50.00,14933.00,14983.00,0.33
October 31 2023,Whitman,WA,Truck,5.00,0.00,5.00,8626.00,8631.00,0.06
